namespace,term_localName,label,definition,usage,notes,examples,rdf_type,tdwgutility_organizedInClass,tdwgutility_required,tdwgutility_repeatable,term_status,term_added,term_modified
ltc:,hasReference,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,Taxon,No,No,original,08/07/2022,
dwc:,kingdom,Kingdom,The full scientific name of the kingdom in which the taxon is classified.,The full scientific name of the kingdom in which the taxa in the collection are classified.,Examples of controlled vocabularies include http://tdwg.github.io/ontology/ontology/voc/Collection.rdf and https://doi.org/10.1371/journal.pone.0130114 https://en.wikipedia.org/wiki/Two-empire_system.,"`Animalia`, `Archaea`, `Bacteria`, `Chromista`, `Fungi`, `Plantae`, `Protozoa`, `Viruses`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,Taxon,No,No,original,08/07/2022,
dwc:,scientificName,Scientific Name,"The full scientific name, with authorship and date information if known. When forming part of an Identification, this should be the name in lowest level taxonomic rank that can be determined. This term should not contain identification qualifications, which should instead be supplied in the IdentificationQualifier term.",The full scientific name. This should be the name in lowest level taxonomic rank that applies across the collection.,"If this field is used, then recommended to also complete the taxonRank. This term should not contain identification qualifications.","`Coleoptera` (order), `Vespertilionidae` (family), `Manis` (genus), `Ctenomys sociabilis` (genus + specificEpithet), `Ambystoma tigrinum diaboli` (genus + specificEpithet + infraspecificEpithet)",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,Taxon,No,No,original,08/07/2022,
dwc:,taxonRank,Taxon Rank,The taxonomic rank of the most specific name in the scientificName.,,Recommended best practice is to use a controlled vocabulary. For example: https://bioportal.bioontology.org/ontologies/TAXRANK?p=summary,"`subspecies`, `varietas`, `forma`, `species`, `genus`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,Taxon,No,No,original,08/07/2022,
ltc:,TemporalCoverage,Temporal Coverage,"The time period during which the related event, activity or status was occurring.","To represent an ongoing period of time, temporalCoverageStartDateTime should be populated and temporalCoverageEndDateTime left blank. To represent a single period in time, temporalCoverageStartDateTime and temporalCoverageEndDateTime should hold the same value.","This class can be used to reflect the period of time in which specified activities, events and states occurred. Examples might include the time range of the `Event` in which the objects were collected, the period during a `CollectionStatusHistory` over which the collection was actively growing, or the span of time someone was working in a particular `PersonRole`. If the time period you are trying to describe is better described by a categorical label rather than a date, `GeologicalContext`, `ChronometricAge` or `ObjectGroup.period` may be more suitable. ",,http://www.w3.org/2000/01/rdf-schema#Class,TemporalCoverage,No,Yes,original,08/07/2022,
ltc:,hasMeasurementOrFact,Has Measurement Or Fact,This property refers to one or more related instances of the MeasurementOrFact class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,TemporalCoverage,No,No,original,08/07/2022,
ltc:,hasReference,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,TemporalCoverage,No,No,original,08/07/2022,
ltc:,temporalCoverageEndDateTime,Temporal Coverage End Date,Datetime at which the TemporalCoverage finished. ,"If temporalCoverageEndDateTime is populated, temporalCoverageType is strongly recommended.",,"`1886`, `1984-09`, `2001-10-22`, `1997-07-16T19:20+01:00`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,TemporalCoverage,No,No,original,08/07/2022,
ltc:,temporalCoverageStartDateTime,Temporal Coverage Start Date,Datetime at which the TemporalCoverage began. ,"If temporalCoverageStartDateTime is populated, temporalCoverageType is recommended.",,"`1886`, `1984-09`, `2001-10-22`, `1997-07-16T19:20+01:00`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,TemporalCoverage,No,No,original,08/07/2022,
ltc:,temporalCoverageType,Temporal Coverage Type,The type or context of the described TemporalCoverage.,"If temporalCoverageStartDateTime is populated, temporalCoverageType is recommended.",Recommendation is to use a controlled vocabulary.,"`Collecting time range`, `Establishment time range`, `Time in post`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,TemporalCoverage,No,No,original,08/07/2022,
